analytics_id,machine_id,log_timestamp,fuel_efficiency_score,engine_stability_score,utilization_ratio,wear_and_tear_index,safety_score,downtime_risk_pct
12013,134,2025-07-11T00:00:00Z,99.36,78.83,53.11,30,100,0.01
12014,134,2025-07-12T00:00:00Z,99.55,80.18,64.79,30,100,0.01
12015,134,2025-07-13T00:00:00Z,100.0,77.49,74.16,30,98,0.01
12016,134,2025-07-14T00:00:00Z,75.05,99.78,54.57,30,100,0.01
12017,134,2025-07-15T00:00:00Z,84.23,100.0,66.62,30,100,0.01
12018,134,2025-07-16T00:00:00Z,84.3,93.53,61.33,30,98,0.01
12019,134,2025-07-17T00:00:00Z,100.0,100.0,75.93,33,96,0.01
12020,134,2025-07-18T00:00:00Z,98.2,79.08,75.32,33,98,0.01
12021,134,2025-07-19T00:00:00Z,100.0,73.1,54.3,30,100,0.01
12022,134,2025-07-20T00:00:00Z,100.0,83.91,53.69,35,100,0.01
12023,134,2025-07-21T00:00:00Z,98.59,96.53,68.7,30,98,0.01
12024,134,2025-07-22T00:00:00Z,90.46,100.0,73.44,39,100,0.01
12025,134,2025-07-23T00:00:00Z,100.0,85.59,67.15,30,100,0.01
12026,134,2025-07-24T00:00:00Z,87.88,100.0,58.52,30,93,0.01
12027,134,2025-07-25T00:00:00Z,85.6,94.91,56.72,30,98,0.01
12028,134,2025-07-26T00:00:00Z,100.0,80.06,65.72,33,100,0.01
12029,134,2025-07-27T00:00:00Z,100.0,94.01,76.52,30,100,0.0
12030,134,2025-07-28T00:00:00Z,100.0,82.15,55.79,30,96,0.01
12031,134,2025-07-29T00:00:00Z,86.11,0.0,30.95,100,36,86.93
12032,134,2025-07-30T00:00:00Z,79.47,0.0,25.69,100,8,97.41
12033,134,2025-07-31T00:00:00Z,78.31,0.0,25.69,100,0,98.34
12034,134,2025-08-01T00:00:00Z,78.08,0.0,25.28,100,26,94.25
12035,134,2025-08-02T00:00:00Z,78.44,0.0,22.08,100,0,98.33
12036,134,2025-08-03T00:00:00Z,77.26,0.0,22.15,100,0,98.43
12037,134,2025-08-04T00:00:00Z,78.62,0.0,25.42,100,18,95.96
12038,134,2025-08-05T00:00:00Z,77.79,0.0,24.79,100,8,97.61
12039,134,2025-08-06T00:00:00Z,87.11,0.0,26.33,96,40,80.29
12040,134,2025-08-07T00:00:00Z,97.83,88.54,68.44,33,100,0.01
12041,134,2025-08-08T00:00:00Z,94.54,64.86,12.78,45,92,0.07
12042,134,2025-08-09T00:00:00Z,76.22,0.0,21.25,100,0,98.51
12043,134,2025-08-10T00:00:00Z,77.31,0.0,21.6,100,0,98.42
12044,134,2025-08-11T00:00:00Z,78.33,0.0,26.04,100,0,98.34
12045,134,2025-08-12T00:00:00Z,78.58,0.0,25.21,100,0,98.32
12046,134,2025-08-13T00:00:00Z,79.72,0.0,24.93,100,0,98.23
12047,134,2025-08-14T00:00:00Z,78.57,0.0,25.42,100,0,98.32
12048,134,2025-08-15T00:00:00Z,78.99,0.0,25.14,100,10,97.21
12049,134,2025-08-16T00:00:00Z,76.31,0.0,22.08,100,0,98.5
12050,134,2025-08-17T00:00:00Z,80.55,0.0,22.62,100,0,98.15
12051,134,2025-08-18T00:00:00Z,95.07,9.0,36.67,61,65,6.27
12052,134,2025-08-19T00:00:00Z,85.65,0.0,32.73,100,21,93.51
12053,134,2025-08-20T00:00:00Z,99.73,79.12,63.14,33,100,0.01
12054,134,2025-08-21T00:00:00Z,80.84,0.0,26.37,100,14,96.3
12055,134,2025-08-22T00:00:00Z,76.86,0.0,25.0,100,0,98.46
12056,134,2025-08-23T00:00:00Z,76.17,0.0,22.01,100,0,98.51
12057,134,2025-08-24T00:00:00Z,77.62,0.0,21.87,100,51,82.77
12058,134,2025-08-25T00:00:00Z,100.0,62.01,10.67,30,98,0.02
12059,134,2025-08-26T00:00:00Z,85.97,0.0,30.61,97,31,87.78
12060,134,2025-08-27T00:00:00Z,79.06,0.0,25.97,99,0,98.18
12061,135,2025-05-30T00:00:00Z,93.92,89.63,62.66,45,100,0.02
12062,135,2025-05-31T00:00:00Z,92.63,100.0,56.74,42,100,0.01
12063,135,2025-06-01T00:00:00Z,97.18,61.79,52.79,45,100,0.05
12064,135,2025-06-02T00:00:00Z,92.25,47.0,69.99,45,89,0.19
12065,135,2025-06-03T00:00:00Z,99.63,87.24,61.38,48,98,0.02
12066,135,2025-06-04T00:00:00Z,100.0,60.62,66.29,45,100,0.04
12067,135,2025-06-05T00:00:00Z,84.63,44.53,70.82,45,100,0.18
12068,135,2025-06-06T00:00:00Z,93.53,79.21,71.1,42,100,0.02
12069,135,2025-06-07T00:00:00Z,87.1,61.7,54.06,47,100,0.09
12070,135,2025-06-08T00:00:00Z,78.47,76.89,62.83,42,98,0.06
12071,135,2025-06-09T00:00:00Z,99.07,66.05,58.28,48,100,0.04
12072,135,2025-06-10T00:00:00Z,88.02,66.23,58.92,45,98,0.07
12073,135,2025-06-11T00:00:00Z,93.74,79.78,74.0,47,98,0.03
12074,135,2025-06-12T00:00:00Z,100.0,78.38,60.81,45,100,0.02
12075,135,2025-06-13T00:00:00Z,100.0,77.6,66.48,48,100,0.03
12076,135,2025-06-14T00:00:00Z,93.47,75.2,56.54,54,98,0.06
12077,135,2025-06-15T00:00:00Z,82.82,71.0,60.68,48,98,0.09
12078,135,2025-06-16T00:00:00Z,70.9,71.55,58.59,45,98,0.13
12079,135,2025-06-17T00:00:00Z,100.0,76.63,70.85,42,100,0.02
12080,135,2025-06-18T00:00:00Z,90.55,78.28,70.18,42,85,0.06
12081,135,2025-06-19T00:00:00Z,93.91,73.9,62.05,45,98,0.04
12082,135,2025-06-20T00:00:00Z,100.0,100.0,63.65,42,98,0.01
12083,135,2025-06-21T00:00:00Z,92.96,47.99,61.89,42,100,0.09
12084,135,2025-06-22T00:00:00Z,94.55,60.33,58.11,48,96,0.09
12085,135,2025-06-23T00:00:00Z,100.0,64.71,75.21,42,100,0.03
12086,135,2025-06-24T00:00:00Z,84.16,96.62,57.11,42,98,0.02
12087,135,2025-06-25T00:00:00Z,100.0,74.34,56.9,42,96,0.03
12088,135,2025-06-26T00:00:00Z,100.0,73.34,66.68,47,100,0.03
12089,135,2025-06-27T00:00:00Z,98.27,73.23,52.84,48,98,0.04
12090,135,2025-06-28T00:00:00Z,100.0,63.01,54.74,42,98,0.04
12091,135,2025-06-29T00:00:00Z,93.66,100.0,69.37,42,98,0.01
12092,135,2025-06-30T00:00:00Z,100.0,94.65,62.53,42,98,0.01
12093,135,2025-07-01T00:00:00Z,86.75,92.64,55.36,42,98,0.02
12094,135,2025-07-02T00:00:00Z,98.3,96.1,67.16,42,100,0.01
12095,135,2025-07-03T00:00:00Z,99.83,77.61,59.39,42,100,0.02
12096,135,2025-07-04T00:00:00Z,95.62,93.39,55.55,48,98,0.02
12097,135,2025-07-05T00:00:00Z,100.0,88.51,55.44,42,100,0.01
12098,135,2025-07-06T00:00:00Z,89.46,83.84,58.4,44,100,0.03
12099,135,2025-07-07T00:00:00Z,90.46,71.42,70.28,42,96,0.05
12100,135,2025-07-08T00:00:00Z,100.0,79.71,75.11,48,98,0.03
12101,135,2025-07-09T00:00:00Z,100.0,86.42,57.43,45,100,0.02
12102,135,2025-07-10T00:00:00Z,95.24,93.26,76.21,54,98,0.03
12103,135,2025-07-11T00:00:00Z,100.0,71.67,59.65,45,100,0.03
12104,135,2025-07-12T00:00:00Z,95.05,64.53,57.75,45,100,0.05
12105,135,2025-07-13T00:00:00Z,96.11,100.0,63.15,48,100,0.01
12106,135,2025-07-14T00:00:00Z,100.0,95.58,69.54,42,98,0.01
12107,135,2025-07-15T00:00:00Z,90.89,58.89,62.21,48,98,0.1
12108,135,2025-07-16T00:00:00Z,100.0,96.82,74.15,48,98,0.01
12109,135,2025-07-17T00:00:00Z,100.0,53.77,66.35,42,89,0.08
12110,135,2025-07-18T00:00:00Z,100.0,88.77,53.06,45,98,0.02
12111,135,2025-07-19T00:00:00Z,95.72,74.19,53.81,51,96,0.06
12112,135,2025-07-20T00:00:00Z,92.95,89.73,59.18,45,100,0.02
12113,135,2025-07-21T00:00:00Z,90.38,81.56,73.82,45,100,0.03
12114,135,2025-07-22T00:00:00Z,88.45,81.17,54.19,44,100,0.03
12115,135,2025-07-23T00:00:00Z,95.28,100.0,66.68,42,98,0.01
12116,135,2025-07-24T00:00:00Z,100.0,92.54,70.88,42,100,0.01
12117,135,2025-07-25T00:00:00Z,91.81,67.98,54.29,48,100,0.06
12118,135,2025-07-26T00:00:00Z,97.27,80.36,54.18,48,98,0.03
12119,135,2025-07-27T00:00:00Z,92.45,85.49,54.61,48,93,0.04
12120,135,2025-07-28T00:00:00Z,76.8,95.76,63.16,48,100,0.04
12121,135,2025-07-29T00:00:00Z,85.43,78.61,53.64,45,100,0.04
12122,135,2025-07-30T00:00:00Z,100.0,84.29,68.52,48,100,0.02
12123,135,2025-07-31T00:00:00Z,89.88,0.0,27.68,100,2,96.79
12124,135,2025-08-01T00:00:00Z,78.55,0.0,26.53,100,0,98.33
12125,135,2025-08-02T00:00:00Z,77.24,0.0,21.11,100,0,98.43
12126,135,2025-08-03T00:00:00Z,78.05,0.0,22.29,100,0,98.37
12127,135,2025-08-04T00:00:00Z,88.72,0.0,23.73,100,27,90.15
12128,135,2025-08-05T00:00:00Z,83.78,0.0,28.66,100,0,97.84
12129,135,2025-08-06T00:00:00Z,78.94,0.0,25.42,100,0,98.29
12130,135,2025-08-07T00:00:00Z,79.25,0.0,25.28,100,0,98.27
12131,135,2025-08-08T00:00:00Z,78.6,0.0,25.56,100,0,98.32
12132,135,2025-08-09T00:00:00Z,77.9,0.0,21.74,100,0,98.38
12133,135,2025-08-10T00:00:00Z,95.32,0.0,10.88,70,76,8.58
12134,135,2025-08-11T00:00:00Z,88.71,0.0,29.69,100,16,94.07
12135,135,2025-08-12T00:00:00Z,78.0,0.0,24.93,100,0,98.37
12136,135,2025-08-13T00:00:00Z,79.03,0.0,25.21,100,0,98.29
12137,135,2025-08-14T00:00:00Z,79.5,0.0,25.56,100,0,98.25
12138,135,2025-08-15T00:00:00Z,79.43,0.0,25.9,100,0,98.25
12139,135,2025-08-16T00:00:00Z,89.37,0.0,18.14,100,0,97.16
12140,135,2025-08-17T00:00:00Z,93.35,100.0,75.36,42,98,0.01
12141,135,2025-08-18T00:00:00Z,94.05,0.0,36.38,100,52,66.76
12142,135,2025-08-19T00:00:00Z,80.59,0.0,35.42,100,0,98.15
12143,135,2025-08-20T00:00:00Z,81.26,0.0,34.65,100,0,98.09
12144,135,2025-08-21T00:00:00Z,81.27,0.0,34.72,100,0,98.09
12145,135,2025-08-22T00:00:00Z,81.27,0.0,34.03,100,0,98.09
12146,135,2025-08-23T00:00:00Z,80.3,0.0,34.86,100,0,98.17
12147,135,2025-08-24T00:00:00Z,81.47,0.0,33.4,100,0,98.07
12148,135,2025-08-25T00:00:00Z,87.82,0.0,33.99,100,27,90.54
12149,135,2025-08-26T00:00:00Z,96.58,100.0,59.76,48,94,0.02
12150,135,2025-08-27T00:00:00Z,96.87,0.0,10.91,57,80,3.16
12151,136,2025-05-30T00:00:00Z,96.41,96.52,59.25,33,100,0.01
12152,136,2025-05-31T00:00:00Z,100.0,93.74,55.81,30,100,0.0
12153,136,2025-06-01T00:00:00Z,100.0,100.0,73.01,33,100,0.0
12154,136,2025-06-02T00:00:00Z,92.89,93.87,66.75,30,100,0.01
12155,136,2025-06-03T00:00:00Z,100.0,76.09,67.65,30,100,0.01
12156,136,2025-06-04T00:00:00Z,88.55,86.32,53.41,30,100,0.01
12157,136,2025-06-05T00:00:00Z,99.48,100.0,55.24,30,100,0.0
12158,136,2025-06-06T00:00:00Z,94.16,100.0,69.82,30,100,0.0
12159,136,2025-06-07T00:00:00Z,82.1,75.75,58.28,30,100,0.02
12160,136,2025-06-08T00:00:00Z,92.73,91.74,67.81,30,100,0.01
12161,136,2025-06-09T00:00:00Z,99.9,100.0,69.17,30,100,0.0
12162,136,2025-06-10T00:00:00Z,87.31,100.0,64.06,32,100,0.01
12163,136,2025-06-11T00:00:00Z,100.0,94.6,68.58,30,100,0.0
12164,136,2025-06-12T00:00:00Z,86.8,67.03,57.66,30,100,0.03
12165,136,2025-06-13T00:00:00Z,82.85,88.11,60.55,33,96,0.02
12166,136,2025-06-14T00:00:00Z,88.44,100.0,57.0,30,100,0.01
12167,136,2025-06-15T00:00:00Z,92.31,64.35,61.0,33,100,0.03
12168,136,2025-06-16T00:00:00Z,72.6,100.0,58.94,32,100,0.02
12169,136,2025-06-17T00:00:00Z,92.3,69.91,54.17,30,95,0.02
12170,136,2025-06-18T00:00:00Z,91.18,98.72,58.53,30,100,0.01
12171,136,2025-06-19T00:00:00Z,91.61,89.42,57.74,33,98,0.01
12172,136,2025-06-20T00:00:00Z,97.44,98.53,72.29,30,94,0.01
12173,136,2025-06-21T00:00:00Z,100.0,94.23,70.98,30,100,0.0
12174,136,2025-06-22T00:00:00Z,98.55,80.96,60.5,30,100,0.01
12175,136,2025-06-23T00:00:00Z,72.5,92.1,55.51,33,96,0.03
12176,136,2025-06-24T00:00:00Z,100.0,100.0,62.08,34,100,0.0
12177,136,2025-06-25T00:00:00Z,90.78,71.81,52.94,36,100,0.03
12178,136,2025-06-26T00:00:00Z,100.0,100.0,60.98,30,100,0.0
12179,136,2025-06-27T00:00:00Z,93.83,94.06,62.98,33,95,0.01
12180,136,2025-06-28T00:00:00Z,89.93,85.52,54.33,30,100,0.01
12181,136,2025-06-29T00:00:00Z,84.39,100.0,57.35,32,100,0.01
12182,136,2025-06-30T00:00:00Z,100.0,71.43,53.07,30,100,0.01
12183,136,2025-07-01T00:00:00Z,86.3,100.0,56.92,30,100,0.01
12184,136,2025-07-02T00:00:00Z,100.0,92.58,61.32,30,98,0.01
12185,136,2025-07-03T00:00:00Z,100.0,100.0,74.57,33,100,0.0
12186,136,2025-07-04T00:00:00Z,92.23,76.31,64.58,30,100,0.01
12187,136,2025-07-05T00:00:00Z,100.0,71.3,61.15,30,100,0.01
12188,136,2025-07-06T00:00:00Z,100.0,93.21,68.5,33,96,0.01
12189,136,2025-07-07T00:00:00Z,100.0,75.22,64.42,33,100,0.01
12190,136,2025-07-08T00:00:00Z,100.0,81.64,54.21,33,100,0.01
12191,136,2025-07-09T00:00:00Z,98.75,94.02,64.71,30,98,0.01
12192,136,2025-07-10T00:00:00Z,97.58,100.0,73.36,30,100,0.0
12193,136,2025-07-11T00:00:00Z,99.25,82.1,63.77,30,98,0.01
12194,136,2025-07-12T00:00:00Z,91.14,98.27,53.95,33,100,0.01
12195,136,2025-07-13T00:00:00Z,84.47,100.0,54.69,30,100,0.01
12196,136,2025-07-14T00:00:00Z,99.62,100.0,52.66,30,100,0.0
12197,136,2025-07-15T00:00:00Z,93.74,87.35,70.99,30,100,0.01
12198,136,2025-07-16T00:00:00Z,77.18,100.0,65.48,30,100,0.01
12199,136,2025-07-17T00:00:00Z,98.35,78.3,55.58,30,100,0.01
12200,136,2025-07-18T00:00:00Z,96.18,81.58,71.77,30,98,0.01
12201,136,2025-07-19T00:00:00Z,85.96,100.0,54.25,33,100,0.01
12202,136,2025-07-20T00:00:00Z,89.39,96.7,65.52,37,95,0.01
12203,136,2025-07-21T00:00:00Z,99.51,84.1,53.69,36,100,0.01
12204,136,2025-07-22T00:00:00Z,100.0,63.8,60.26,33,100,0.02
12205,136,2025-07-23T00:00:00Z,81.97,84.74,60.7,30,100,0.02
12206,136,2025-07-24T00:00:00Z,94.78,100.0,56.69,30,100,0.0
12207,136,2025-07-25T00:00:00Z,91.27,82.6,67.59,30,100,0.01
12208,136,2025-07-26T00:00:00Z,95.36,100.0,64.68,30,98,0.01
12209,136,2025-07-27T00:00:00Z,100.0,68.7,65.5,36,100,0.02
12210,136,2025-07-28T00:00:00Z,100.0,81.35,67.65,33,100,0.01
12211,136,2025-07-29T00:00:00Z,92.31,58.83,34.93,67,55,2.42
12212,136,2025-07-30T00:00:00Z,83.04,0.0,34.37,100,7,97.06
12213,136,2025-07-31T00:00:00Z,83.84,0.0,35.69,100,32,90.1
12214,136,2025-08-01T00:00:00Z,81.53,0.0,35.07,100,4,97.64
12215,136,2025-08-02T00:00:00Z,82.86,0.0,35.69,100,2,97.72
12216,136,2025-08-03T00:00:00Z,86.62,0.0,35.07,70,68,17.78
12217,136,2025-08-04T00:00:00Z,84.03,76.75,53.82,33,100,0.03
12218,136,2025-08-05T00:00:00Z,91.11,55.05,39.19,61,66,1.22
12219,136,2025-08-06T00:00:00Z,78.76,0.0,35.0,100,0,98.31
12220,136,2025-08-07T00:00:00Z,81.52,0.0,35.0,100,0,98.06
12221,136,2025-08-08T00:00:00Z,80.84,0.0,34.31,100,0,98.13
12222,136,2025-08-09T00:00:00Z,83.08,0.0,35.07,100,0,97.91
12223,136,2025-08-10T00:00:00Z,79.01,0.0,34.31,100,6,97.7
12224,136,2025-08-11T00:00:00Z,79.27,0.0,34.65,100,0,98.26
12225,136,2025-08-12T00:00:00Z,79.66,0.0,34.58,100,21,95.11
12226,136,2025-08-13T00:00:00Z,80.57,0.0,34.79,100,0,98.15
12227,136,2025-08-14T00:00:00Z,87.51,0.0,32.38,100,5,96.69
12228,136,2025-08-15T00:00:00Z,98.57,98.44,62.44,30,100,0.0
12229,136,2025-08-16T00:00:00Z,82.38,0.0,34.55,100,37,88.4
12230,136,2025-08-17T00:00:00Z,82.83,22.02,35.35,89,19,79.7
12231,136,2025-08-18T00:00:00Z,79.88,0.0,34.58,100,28,93.12
12232,136,2025-08-19T00:00:00Z,80.13,0.0,34.31,100,25,93.95
12233,136,2025-08-20T00:00:00Z,82.41,0.0,34.86,100,3,97.66
12234,136,2025-08-21T00:00:00Z,83.13,0.0,33.96,100,0,97.9
12235,136,2025-08-22T00:00:00Z,79.75,0.0,34.72,100,20,95.31
12236,136,2025-08-23T00:00:00Z,82.26,0.0,35.0,100,13,96.22
12237,136,2025-08-24T00:00:00Z,82.06,0.0,34.44,100,38,88.05
12238,136,2025-08-25T00:00:00Z,100.0,54.75,31.11,56,84,0.24
12239,136,2025-08-26T00:00:00Z,80.28,0.0,34.79,100,37,89.44
12240,136,2025-08-27T00:00:00Z,81.32,0.0,34.65,100,2,97.88
12241,137,2025-05-30T00:00:00Z,99.59,89.29,75.82,36,98,0.01
12242,137,2025-05-31T00:00:00Z,83.77,100.0,53.23,43,96,0.02
12243,137,2025-06-01T00:00:00Z,100.0,86.4,56.83,34,100,0.01
12244,137,2025-06-02T00:00:00Z,93.6,100.0,74.69,37,100,0.01
12245,137,2025-06-03T00:00:00Z,89.96,97.47,66.75,34,98,0.01
12246,137,2025-06-04T00:00:00Z,94.47,87.6,59.11,34,100,0.01
12247,137,2025-06-05T00:00:00Z,100.0,82.71,64.5,34,96,0.01
12248,137,2025-06-06T00:00:00Z,100.0,100.0,64.51,43,98,0.01
12249,137,2025-06-07T00:00:00Z,83.26,87.42,63.64,34,100,0.02
12250,137,2025-06-08T00:00:00Z,100.0,87.11,69.94,34,100,0.01
12251,137,2025-06-09T00:00:00Z,85.81,100.0,65.68,34,96,0.01
12252,137,2025-06-10T00:00:00Z,77.73,91.95,53.6,34,100,0.02
12253,137,2025-06-11T00:00:00Z,82.71,70.63,68.99,34,100,0.04
12254,137,2025-06-12T00:00:00Z,95.97,71.85,55.72,34,98,0.02
12255,137,2025-06-13T00:00:00Z,97.36,68.61,57.14,37,100,0.02
12256,137,2025-06-14T00:00:00Z,86.59,100.0,75.34,37,100,0.01
12257,137,2025-06-15T00:00:00Z,100.0,75.08,69.72,37,100,0.02
12258,137,2025-06-16T00:00:00Z,93.95,82.06,68.82,34,100,0.01
12259,137,2025-06-17T00:00:00Z,95.01,95.38,75.35,34,100,0.01
12260,137,2025-06-18T00:00:00Z,95.6,69.14,56.71,34,95,0.03
12261,137,2025-06-19T00:00:00Z,82.4,73.22,69.74,37,100,0.04
12262,137,2025-06-20T00:00:00Z,94.66,98.28,65.22,37,98,0.01
12263,137,2025-06-21T00:00:00Z,96.63,65.16,56.89,34,98,0.02
12264,137,2025-06-22T00:00:00Z,96.89,70.77,59.18,37,100,0.02
12265,137,2025-06-23T00:00:00Z,82.6,85.5,67.54,46,100,0.04
12266,137,2025-06-24T00:00:00Z,84.95,100.0,65.47,43,100,0.02
12267,137,2025-06-25T00:00:00Z,95.22,100.0,60.62,34,96,0.01
12268,137,2025-06-26T00:00:00Z,100.0,91.34,65.57,37,95,0.01
12269,137,2025-06-27T00:00:00Z,98.71,92.44,59.62,40,100,0.01
12270,137,2025-06-28T00:00:00Z,100.0,85.16,73.02,34,100,0.01
12271,137,2025-06-29T00:00:00Z,94.46,74.07,53.42,34,100,0.02
12272,137,2025-06-30T00:00:00Z,92.7,93.74,59.82,34,100,0.01
12273,137,2025-07-01T00:00:00Z,94.18,95.75,64.44,40,100,0.01
12274,137,2025-07-02T00:00:00Z,100.0,86.73,74.2,37,100,0.01
12275,137,2025-07-03T00:00:00Z,97.45,88.15,54.13,37,100,0.01
12276,137,2025-07-04T00:00:00Z,91.93,77.77,66.92,36,100,0.02
12277,137,2025-07-05T00:00:00Z,97.86,88.35,53.36,34,96,0.01
12278,137,2025-07-06T00:00:00Z,88.51,81.1,58.93,34,100,0.02
12279,137,2025-07-07T00:00:00Z,91.84,97.67,61.96,34,100,0.01
12280,137,2025-07-08T00:00:00Z,91.1,95.44,54.49,37,100,0.01
12281,137,2025-07-09T00:00:00Z,100.0,100.0,71.43,37,100,0.01
12282,137,2025-07-10T00:00:00Z,88.08,96.64,66.08,34,100,0.01
12283,137,2025-07-11T00:00:00Z,89.5,83.88,64.15,36,95,0.02
12284,137,2025-07-12T00:00:00Z,100.0,88.5,54.64,34,95,0.01
12285,137,2025-07-13T00:00:00Z,90.36,84.54,54.02,38,96,0.02
12286,137,2025-07-14T00:00:00Z,100.0,93.55,75.77,34,100,0.01
12287,137,2025-07-15T00:00:00Z,100.0,82.87,75.36,43,100,0.02
12288,137,2025-07-16T00:00:00Z,81.7,82.96,57.43,37,100,0.03
12289,137,2025-07-17T00:00:00Z,84.67,69.61,56.96,37,100,0.04
12290,137,2025-07-18T00:00:00Z,95.93,100.0,72.46,34,98,0.01
12291,137,2025-07-19T00:00:00Z,89.8,60.42,57.75,37,100,0.05
12292,137,2025-07-20T00:00:00Z,100.0,100.0,61.02,37,100,0.01
12293,137,2025-07-21T00:00:00Z,99.52,86.7,54.24,40,98,0.01
12294,137,2025-07-22T00:00:00Z,88.13,100.0,54.2,40,100,0.01
12295,137,2025-07-23T00:00:00Z,100.0,62.05,54.24,34,100,0.02
12296,137,2025-07-24T00:00:00Z,72.06,88.02,62.06,37,96,0.05
12297,137,2025-07-25T00:00:00Z,99.64,70.66,76.61,36,100,0.02
12298,137,2025-07-26T00:00:00Z,85.84,89.23,73.3,37,98,0.02
12299,137,2025-07-27T00:00:00Z,87.53,67.43,65.37,34,100,0.03
12300,137,2025-07-28T00:00:00Z,99.34,73.79,73.72,37,98,0.02
12301,137,2025-07-29T00:00:00Z,85.79,0.0,30.1,100,5,96.95
12302,137,2025-07-30T00:00:00Z,95.58,52.51,12.27,67,80,0.77
12303,137,2025-07-31T00:00:00Z,95.04,97.53,58.8,34,100,0.01
12304,137,2025-08-01T00:00:00Z,91.97,0.0,24.91,71,58,22.47
12305,137,2025-08-02T00:00:00Z,75.63,0.0,21.53,100,0,98.55
12306,137,2025-08-03T00:00:00Z,76.41,0.0,21.25,100,0,98.49
12307,137,2025-08-04T00:00:00Z,79.4,0.0,25.49,100,0,98.25
12308,137,2025-08-05T00:00:00Z,78.3,0.0,25.14,100,0,98.35
12309,137,2025-08-06T00:00:00Z,88.2,0.0,26.09,82,14,85.93
12310,137,2025-08-07T00:00:00Z,98.42,80.85,61.14,34,98,0.01
12311,137,2025-08-08T00:00:00Z,85.76,0.0,34.85,100,0,97.62
12312,137,2025-08-09T00:00:00Z,79.45,0.0,35.62,100,0,98.25
12313,137,2025-08-10T00:00:00Z,81.31,0.0,34.31,100,0,98.08
12314,137,2025-08-11T00:00:00Z,79.89,0.0,35.0,100,0,98.21
12315,137,2025-08-12T00:00:00Z,80.49,0.0,33.89,100,0,98.16
12316,137,2025-08-13T00:00:00Z,80.08,0.0,34.58,100,0,98.19
12317,137,2025-08-14T00:00:00Z,88.48,23.34,28.89,73,64,10.18
12318,137,2025-08-15T00:00:00Z,94.27,59.94,35.38,51,75,0.3
12319,137,2025-08-16T00:00:00Z,81.83,0.0,34.44,100,0,98.03
12320,137,2025-08-17T00:00:00Z,83.09,0.0,34.86,100,0,97.91
12321,137,2025-08-18T00:00:00Z,81.3,0.0,34.17,100,0,98.08
12322,137,2025-08-19T00:00:00Z,81.08,0.0,34.86,100,0,98.1
12323,137,2025-08-20T00:00:00Z,82.18,0.0,35.21,100,9,96.9
12324,137,2025-08-21T00:00:00Z,82.38,0.0,36.04,100,0,97.98
12325,137,2025-08-22T00:00:00Z,84.06,0.0,34.3,100,0,97.81
12326,137,2025-08-23T00:00:00Z,100.0,77.24,66.95,34,100,0.01
12327,137,2025-08-24T00:00:00Z,88.11,20.67,23.11,84,51,32.25
12328,137,2025-08-25T00:00:00Z,79.58,0.0,25.83,100,0,98.24
12329,137,2025-08-26T00:00:00Z,78.17,0.0,25.69,100,0,98.36
12330,137,2025-08-27T00:00:00Z,76.91,0.0,25.56,100,0,98.45
12331,138,2025-05-30T00:00:00Z,100.0,100.0,68.01,39,98,0.01
12332,138,2025-05-31T00:00:00Z,100.0,91.46,66.32,39,100,0.01
12333,138,2025-06-01T00:00:00Z,98.0,100.0,57.01,45,100,0.01
12334,138,2025-06-02T00:00:00Z,85.0,77.47,69.53,36,94,0.04
12335,138,2025-06-03T00:00:00Z,100.0,100.0,68.58,36,98,0.01
12336,138,2025-06-04T00:00:00Z,90.53,84.53,52.99,36,100,0.02
12337,138,2025-06-05T00:00:00Z,100.0,65.33,76.33,39,98,0.03
12338,138,2025-06-06T00:00:00Z,83.92,97.53,53.61,36,98,0.01
12339,138,2025-06-07T00:00:00Z,99.99,53.75,71.5,36,98,0.04
12340,138,2025-06-08T00:00:00Z,95.78,86.42,68.44,39,98,0.01
12341,138,2025-06-09T00:00:00Z,99.18,87.9,64.04,44,96,0.02
12342,138,2025-06-10T00:00:00Z,100.0,86.42,61.86,36,98,0.01
12343,138,2025-06-11T00:00:00Z,89.93,98.74,57.33,36,100,0.01
12344,138,2025-06-12T00:00:00Z,77.85,69.24,66.29,39,100,0.07
12345,138,2025-06-13T00:00:00Z,100.0,97.88,63.1,45,96,0.01
12346,138,2025-06-14T00:00:00Z,81.55,100.0,62.14,39,98,0.02
12347,138,2025-06-15T00:00:00Z,75.73,58.77,61.65,36,100,0.09
12348,138,2025-06-16T00:00:00Z,98.59,100.0,63.86,42,100,0.01
12349,138,2025-06-17T00:00:00Z,82.64,89.99,67.02,39,98,0.03
12350,138,2025-06-18T00:00:00Z,100.0,94.69,62.88,36,100,0.01
12351,138,2025-06-19T00:00:00Z,100.0,79.74,68.51,36,98,0.01
12352,138,2025-06-20T00:00:00Z,100.0,64.15,58.14,39,98,0.03
12353,138,2025-06-21T00:00:00Z,83.29,95.51,58.18,38,98,0.02
12354,138,2025-06-22T00:00:00Z,100.0,74.93,69.9,42,100,0.02
12355,138,2025-06-23T00:00:00Z,93.1,84.03,56.29,39,100,0.02
12356,138,2025-06-24T00:00:00Z,100.0,70.74,76.3,36,98,0.02
12357,138,2025-06-25T00:00:00Z,100.0,85.13,56.03,36,96,0.01
12358,138,2025-06-26T00:00:00Z,94.83,96.57,56.37,36,96,0.01
12359,138,2025-06-27T00:00:00Z,100.0,73.95,60.5,42,100,0.02
12360,138,2025-06-28T00:00:00Z,100.0,98.88,68.23,36,100,0.01
